ID,Name,Age,Photo,Nationality,Overall,Potential,Club,Club Logo,Value,Wage,Preferred Foot,Weak Foot,Skill Moves,Work Rate,Height,Weight,Release Clause,Kit Number
253235,22 M. Ñamandú,21,https://cdn.sofifa.net/players/253/235/22_60.png,Paraguay,61,70,Club Cerro Porteño,https://cdn.sofifa.net/teams/112716/30.png,€725K,€500,Right,2,2,Low/ High,176cm,68kg,€1.7M,36
263647,G. Altare,23,https://cdn.sofifa.net/players/263/647/23_60.png,Italy,70,75,Cagliari,https://cdn.sofifa.net/teams/1842/30.png,€2.2M,€2K,Right,2,2,Medium/ Medium,190cm,84kg,€3.7M,15
262256,22 N. Doodeman,24,https://cdn.sofifa.net/players/262/256/22_60.png,Netherlands,65,68,SC Cambuur,https://cdn.sofifa.net/teams/647/30.png,€975K,€2K,Right,3,2,Medium/ Medium,173cm,62kg,€1.5M,17
269329,W. Evans,25,https://cdn.sofifa.net/players/269/329/23_60.png,Wales,54,59,Newport County,https://cdn.sofifa.net/teams/112254/30.png,€150K,€2K,Left,2,2,High/ Medium,185cm,82kg,€274K,29
262934,22 T. Kondo,20,https://cdn.sofifa.net/players/262/934/22_60.png,Japan,55,65,Yokohama FC,https://cdn.sofifa.net/teams/113197/30.png,€275K,€600,Right,3,2,Medium/ Medium,172cm,64kg,€399K,33
261722,21 Deng Dingxiang,30,https://cdn.sofifa.net/players/261/722/21_60.png,China PR,60,60,Jiangsu FC,https://cdn.sofifa.net/teams/112162/30.png,€240K,€4K,Left,3,2,Medium/ Medium,182cm,69kg,€372K,22
268890,Raúl Rubio,22,https://cdn.sofifa.net/players/268/890/23_60.png,Spain,63,71,Real Zaragoza,https://cdn.sofifa.net/teams/244/30.png,€1.1M,€2K,Right,3,2,Medium/ Medium,182cm,78kg,€2M,39
262206,G. Kennedy,19,https://cdn.sofifa.net/players/262/206/23_60.png,England,57,70,Colchester United,https://cdn.sofifa.net/teams/1935/30.png,€375K,€1K,Right,3,2,Medium/ Medium,188cm,79kg,€891K,21
254722,S. Fretes,23,https://cdn.sofifa.net/players/254/722/23_60.png,Paraguay,62,70,Club Nacional,https://cdn.sofifa.net/teams/112671/30.png,€875K,€500,Right,3,2,Medium/ Medium,167cm,61kg,€2.1M,26
263190,22 M. Ouadah,26,https://cdn.sofifa.net/players/263/190/22_60.png,France,62,62,USL Dunkerque,https://cdn.sofifa.net/teams/111276/30.png,€425K,€1K,Right,3,2,Medium/ Medium,175cm,73kg,€744K,12
253032,20 S. Rosa,17,https://cdn.sofifa.net/players/253/032/20_60.png,Italy,60,78,Cittadella,https://cdn.sofifa.net/teams/111993/30.png,€425K,€500,Right,3,2,Medium/ Medium,185cm,77kg,€924K,28
257745,V. Coșereanu,30,https://cdn.sofifa.net/players/257/745/23_60.png,Romania,60,60,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,€240K,€1K,Right,3,2,Medium/ Medium,187cm,81kg,€324K,10
244068,K. Schlotterbeck,25,https://cdn.sofifa.net/players/244/068/23_60.png,Germany,72,76,Sport-Club Freiburg,https://cdn.sofifa.net/teams/25/30.png,€2.9M,€17K,Left,3,2,Medium/ Medium,189cm,84kg,€5.1M,31
258564,T. Cassandro,22,https://cdn.sofifa.net/players/258/564/23_60.png,Italy,60,70,Cittadella,https://cdn.sofifa.net/teams/111993/30.png,€525K,€500,Right,3,2,Medium/ High,185cm,78kg,€919K,84
256308,A. Papetti,19,https://cdn.sofifa.net/players/256/308/23_60.png,Italy,63,77,Brescia,https://cdn.sofifa.net/teams/190/30.png,€1.1M,€550,Right,2,2,Medium/ High,186cm,84kg,€2.4M,32
268621,G. Hernández,24,https://cdn.sofifa.net/players/268/621/23_60.png,Argentina,66,72,San Lorenzo de Almagro,https://cdn.sofifa.net/teams/1013/30.png,€1.2M,€3K,Right,3,2,Medium/ Medium,185cm,74kg,€2M,23
259038,22 N. Powder,22,https://cdn.sofifa.net/players/259/038/22_60.png,Trinidad and Tobago,62,71,Real Salt Lake,https://cdn.sofifa.net/teams/111065/30.png,€850K,€1K,Left,2,2,High/ High,178cm,69kg,€1.4M,26
167495,M. Neuer,36,https://cdn.sofifa.net/players/167/495/23_60.png,Germany,90,90,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,€13.5M,€72K,Right,4,1,Medium/ Medium,193cm,93kg,€22.3M,1
267613,D. Kreiker,19,https://cdn.sofifa.net/players/267/613/23_60.png,Austria,59,72,FK Austria Wien,https://cdn.sofifa.net/teams/256/30.png,€525K,€2K,Left,3,2,Medium/ Medium,185cm,74kg,€1.1M,47
260088,S. Rabbi,20,https://cdn.sofifa.net/players/260/088/23_60.png,Italy,59,74,SPAL,https://cdn.sofifa.net/teams/112791/30.png,€550K,€600,Right,3,2,High/ Medium,180cm,73kg,€1.2M,99
241590,P. Pfeiffer,22,https://cdn.sofifa.net/players/241/590/23_60.png,Germany,71,77,SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/30.png,€2.7M,€11K,Right,5,2,Medium/ High,196cm,91kg,€4.9M,5
260087,S. Pabón,20,https://cdn.sofifa.net/players/260/087/23_60.png,Venezuela,61,76,Metropolitanos de Caracas FC,https://cdn.sofifa.net/teams/112914/30.png,€750K,€500,Right,3,2,Medium/ Medium,179cm,75kg,€2.1M,2
261169,F. Genç,22,https://cdn.sofifa.net/players/261/169/23_60.png,Turkey,61,70,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,€700K,€5K,Left,2,2,High/ Medium,180cm,78kg,€1.5M,75
270656,A. Lunghi,19,https://cdn.sofifa.net/players/270/656/23_60.png,Italy,62,77,Perugia,https://cdn.sofifa.net/teams/199/30.png,€950K,€600,Right,3,3,Medium/ Medium,182cm,71kg,€2.1M,11
240633,J. Champness,25,https://cdn.sofifa.net/players/240/633/23_60.png,New Zealand,66,69,,https://cdn.sofifa.net/flags/nz.png,€0,€0,Left,3,3,High/ Low,189cm,80kg,nan,11
258711,22 F. Al Shammari,32,https://cdn.sofifa.net/players/258/711/22_60.png,Saudi Arabia,55,55,Al Batin,https://cdn.sofifa.net/teams/112990/30.png,€100K,€3K,Right,2,2,High/ Medium,178cm,76kg,€165K,16
263601,22 R. Dinolis,26,https://cdn.sofifa.net/players/263/601/22_60.png,Panama,65,66,La Equidad,https://cdn.sofifa.net/teams/112523/30.png,€850K,€650,Right,3,2,High/ Low,176cm,87kg,€1.2M,7
264692,D. Strelec,21,https://cdn.sofifa.net/players/264/692/23_60.png,Slovakia,64,72,Spezia,https://cdn.sofifa.net/teams/110741/30.png,€1.3M,€4K,Left,3,2,Medium/ Medium,185cm,75kg,€2.6M,44
259222,22 A. Abbas,22,https://cdn.sofifa.net/players/259/222/22_60.png,Iraq,65,72,Gil Vicente FC,https://cdn.sofifa.net/teams/1888/30.png,€1.5M,€3K,Right,3,2,Medium/ Medium,180cm,75kg,€3.2M,60
270050,M. Biereth,19,https://cdn.sofifa.net/players/270/050/23_60.png,Denmark,61,81,RKC Waalwijk,https://cdn.sofifa.net/teams/1905/30.png,€925K,€7K,Right,2,3,Medium/ Medium,187cm,78kg,nan,9
260392,22 Choi Jung Won,25,https://cdn.sofifa.net/players/260/392/22_60.png,Korea Republic,62,66,Suwon Samsung Bluewings,https://cdn.sofifa.net/teams/983/30.png,€500K,€1K,Left,3,2,Medium/ Medium,186cm,83kg,€663K,2
266831,22 I. Sebaoui,19,https://cdn.sofifa.net/players/266/831/22_60.png,Belgium,62,76,K Beerschot VA,https://cdn.sofifa.net/teams/675/30.png,€950K,€1K,Right,3,3,Medium/ Medium,180cm,74kg,€2M,40
262980,T. Bierschenk,19,https://cdn.sofifa.net/players/262/980/23_60.png,Germany,59,70,Hallescher FC,https://cdn.sofifa.net/teams/110482/30.png,€500K,€700,Right,3,2,High/ Medium,181cm,79kg,€825K,15
253942,21 K. Mashigo,19,https://cdn.sofifa.net/players/253/942/21_60.png,South Africa,54,63,Waterford FC,https://cdn.sofifa.net/teams/753/30.png,€230K,€500,Right,2,2,Medium/ Medium,175cm,64kg,€403K,16
234059,22 J. Chancellor,29,https://cdn.sofifa.net/players/234/059/22_60.png,Venezuela,67,67,Zagłębie Lubin,https://cdn.sofifa.net/teams/110749/30.png,€850K,€3K,Right,3,2,Medium/ High,197cm,88kg,€1.1M,44
259173,Víctor Chust,22,https://cdn.sofifa.net/players/259/173/23_60.png,Spain,74,83,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,€9M,€20K,Right,5,2,Low/ Medium,184cm,76kg,€20.7M,32
253892,22 E. González,30,https://cdn.sofifa.net/players/253/892/22_60.png,Uruguay,66,66,Club Atlético Rentistas,https://cdn.sofifa.net/teams/115535/30.png,€725K,€500,Right,4,3,High/ Medium,179cm,72kg,€1.6M,22
256988,B. Paterson,21,https://cdn.sofifa.net/players/256/988/23_60.png,Scotland,58,68,Hartlepool United,https://cdn.sofifa.net/teams/1941/30.png,€425K,€1K,Left,2,2,High/ High,178cm,66kg,€829K,14
253362,21 B. Oña,26,https://cdn.sofifa.net/players/253/362/21_60.png,Ecuador,62,62,C.D. Universidad Católica del Ecuador,https://cdn.sofifa.net/teams/114581/30.png,€425K,€500,Right,3,3,Medium/ Medium,177cm,68kg,€914K,52
258210,N. Marichal,21,https://cdn.sofifa.net/players/258/210/23_60.png,Uruguay,69,80,Club Nacional de Football,https://cdn.sofifa.net/teams/111325/30.png,€2.9M,€500,Right,2,2,Medium/ Medium,184cm,78kg,€7M,18
229641,22 M. Bagayoko,31,https://cdn.sofifa.net/players/229/641/22_60.png,Côte d'Ivoire,63,63,FC U Craiova 1948,https://cdn.sofifa.net/teams/115716/30.png,€350K,€2K,Right,3,3,High/ Medium,175cm,66kg,€473K,18
261564,M. Sánchez,20,https://cdn.sofifa.net/players/261/564/23_60.png,Chile,58,73,CD Antofagasta,https://cdn.sofifa.net/teams/112533/30.png,€500K,€1K,Right,3,2,Medium/ Medium,175cm,65kg,€988K,16
257799,V. Buhăcianu,28,https://cdn.sofifa.net/players/257/799/23_60.png,Romania,62,62,AFC Hermannstadt,https://cdn.sofifa.net/teams/114147/30.png,€400K,€2K,Right,2,2,Medium/ Medium,182cm,70kg,€540K,28
255003,22 S. Ayukawa,19,https://cdn.sofifa.net/players/255/003/22_60.png,Japan,59,69,Sanfrecce Hiroshima,https://cdn.sofifa.net/teams/113157/30.png,€500K,€1K,Right,3,2,High/ Medium,164cm,65kg,€725K,23
256787,22 K. Chapelle,21,https://cdn.sofifa.net/players/256/787/22_60.png,France,55,67,AJ Auxerre,https://cdn.sofifa.net/teams/57/30.png,€300K,€850,Right,3,2,Medium/ Medium,174cm,70kg,€600K,23
255493,22 F. Díaz,19,https://cdn.sofifa.net/players/255/493/22_60.png,Bolivia,58,70,Club Deportivo Jorge Wilstermann,https://cdn.sofifa.net/teams/110974/30.png,€475K,€500,Left,2,2,Medium/ Medium,184cm,66kg,€1.1M,28
254155,21 C. Menacho,18,https://cdn.sofifa.net/players/254/155/21_60.png,Bolivia,56,71,"Club Social, Cultural y Deportivo de Blooming",https://cdn.sofifa.net/teams/110967/30.png,€325K,€500,Right,3,2,High/ Medium,177cm,72kg,€902K,22
258177,22 A. Spina,19,https://cdn.sofifa.net/players/258/177/22_60.png,Argentina,59,71,Club Atlético Huracán,https://cdn.sofifa.net/teams/111711/30.png,€525K,€1K,Right,3,2,Medium/ Medium,180cm,71kg,€866K,38
266794,T. Altıkardeş,18,https://cdn.sofifa.net/players/266/794/23_60.png,Turkey,60,76,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,€600K,€1K,Right,2,2,High/ High,188cm,75kg,€1.5M,22
241328,Wei Zhen,25,https://cdn.sofifa.net/players/241/328/23_60.png,China PR,64,69,Shanghai Port FC,https://cdn.sofifa.net/teams/112540/30.png,€775K,€4K,Right,2,2,Medium/ Medium,188cm,78kg,€1.3M,13
256964,D. Pike,20,https://cdn.sofifa.net/players/256/964/23_60.png,England,62,77,Blackburn Rovers,https://cdn.sofifa.net/teams/3/30.png,€925K,€5K,Right,3,2,Medium/ High,175cm,75kg,€2.3M,28
253492,D. Savić,21,https://cdn.sofifa.net/players/253/492/23_60.png,Serbia,61,69,SK Rapid Wien,https://cdn.sofifa.net/teams/254/30.png,€725K,€4K,Left,3,2,High/ Low,173cm,69kg,€1.2M,77
263483,22 Diogo Izata,24,https://cdn.sofifa.net/players/263/483/22_60.png,Portugal,60,65,Gaz Metan Mediaş,https://cdn.sofifa.net/teams/112637/30.png,€350K,€1K,Right,2,2,Medium/ Medium,178cm,73kg,€499K,5
264670,O. Ross,17,https://cdn.sofifa.net/players/264/670/23_60.png,Denmark,60,76,Aalborg BK,https://cdn.sofifa.net/teams/820/30.png,€625K,€500,Right,3,2,High/ Medium,186cm,74kg,€1.2M,38
269402,H. Smolčić,21,https://cdn.sofifa.net/players/269/402/23_60.png,Croatia,69,80,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,€2.9M,€8K,Left,3,2,Medium/ Medium,185cm,80kg,€5.5M,5
266832,22 A. Abeddou,24,https://cdn.sofifa.net/players/266/832/22_60.png,France,60,65,USL Dunkerque,https://cdn.sofifa.net/teams/111276/30.png,€375K,€1K,Right,3,2,Medium/ Medium,170cm,63kg,€684K,29
254859,A. Mighten,20,https://cdn.sofifa.net/players/254/859/23_60.png,England,67,80,Nottingham Forest,https://cdn.sofifa.net/teams/14/30.png,€2.5M,€15K,Right,2,4,High/ Medium,172cm,70kg,€6.6M,17
253736,22 R. Alves,19,https://cdn.sofifa.net/players/253/736/22_60.png,Switzerland,56,73,Servette FC,https://cdn.sofifa.net/teams/324/30.png,€375K,€2K,Left,3,2,Medium/ Medium,175cm,66kg,€778K,22
261531,Nazinho,18,https://cdn.sofifa.net/players/261/531/23_60.png,Portugal,66,80,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€1.9M,€1K,Left,2,2,Medium/ Medium,179cm,75kg,€5M,71
246682,K. Dembélé,19,https://cdn.sofifa.net/players/246/682/23_60.png,England,65,79,Stade Brestois 29,https://cdn.sofifa.net/teams/378/30.png,€1.7M,€4K,Left,3,4,High/ Medium,168cm,65kg,€4.5M,18
261493,22 Y. Yashiki,17,https://cdn.sofifa.net/players/261/493/22_60.png,Japan,59,74,Oita Trinita,https://cdn.sofifa.net/teams/113183/30.png,€525K,€500,Right,3,3,Medium/ Medium,165cm,62kg,€984K,50
253730,20 V. Prado,20,https://cdn.sofifa.net/players/253/730/20_60.png,Colombia,54,64,Jaguares de Córdoba Fútbol Club,https://cdn.sofifa.net/teams/112903/30.png,€110K,€500,Right,3,2,Medium/ Medium,171cm,66kg,€171K,17
268285,U. Ewolo,26,https://cdn.sofifa.net/players/268/285/23_60.png,Cameroon,61,62,Zhejiang Professional FC,https://cdn.sofifa.net/teams/112163/30.png,€375K,€2K,Right,3,3,High/ Medium,191cm,80kg,€609K,7
266877,D. Seck,21,https://cdn.sofifa.net/players/266/877/23_60.png,Senegal,62,77,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€975K,€6K,Left,3,3,High/ Low,190cm,75kg,€2.4M,23
229266,J. Rodon,24,https://cdn.sofifa.net/players/229/266/23_60.png,Wales,72,80,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,€4.9M,€40K,Right,4,2,Medium/ Medium,193cm,76kg,nan,2
260542,22 M. Cortave,29,https://cdn.sofifa.net/players/260/542/22_60.png,Argentina,64,65,Club Social y Deportivo Macará,https://cdn.sofifa.net/teams/114578/30.png,€550K,€500,Right,3,2,Medium/ Medium,190cm,86kg,€1.2M,2
259368,21 S. Al Qarni,31,https://cdn.sofifa.net/players/259/368/21_60.png,Saudi Arabia,58,58,Al Ain,https://cdn.sofifa.net/teams/114143/30.png,€140K,€3K,Right,3,2,Medium/ Medium,174cm,68kg,€231K,77
254739,22 B. Ayala,26,https://cdn.sofifa.net/players/254/739/22_60.png,Paraguay,65,66,Club Nacional,https://cdn.sofifa.net/teams/112671/30.png,€850K,€500,Left,3,2,Medium/ Medium,175cm,75kg,€1.9M,11
214038,S. Mosquera,28,https://cdn.sofifa.net/players/214/038/23_60.png,Colombia,69,70,Club Deportes Tolima,https://cdn.sofifa.net/teams/111722/30.png,€1.3M,€2K,Right,3,2,Medium/ Medium,180cm,77kg,€1.9M,16
268286,Rodrigo Henrique,28,https://cdn.sofifa.net/players/268/286/23_60.png,Brazil,61,61,Meizhou Hakka,https://cdn.sofifa.net/teams/114628/30.png,€325K,€2K,Right,3,3,High/ Medium,178cm,72kg,€504K,25
257039,R. Kharchouch,26,https://cdn.sofifa.net/players/257/039/23_60.png,Netherlands,65,68,Excelsior,https://cdn.sofifa.net/teams/1971/30.png,€950K,€2K,Right,4,2,High/ Medium,192cm,75kg,€1.4M,9
261537,B. Sánchez,29,https://cdn.sofifa.net/players/261/537/23_60.png,Argentina,61,61,Arsenal de Sarandí,https://cdn.sofifa.net/teams/110394/30.png,€325K,€2K,Right,3,3,Medium/ Medium,175cm,70kg,€471K,22
258155,21 S. Xhaka,18,https://cdn.sofifa.net/players/258/155/21_60.png,Albania,56,70,SV Sandhausen,https://cdn.sofifa.net/teams/110178/30.png,€325K,€500,Right,3,2,Medium/ Medium,173cm,72kg,€707K,36
227997,O. Zanzala,25,https://cdn.sofifa.net/players/227/997/23_60.png,Congo,61,63,Newport County,https://cdn.sofifa.net/teams/112254/30.png,€425K,€3K,Right,2,2,Medium/ Medium,185cm,72kg,€776K,10
254407,21 A. Sánchez,23,https://cdn.sofifa.net/players/254/407/21_60.png,Peru,61,67,Club Atlético Grau,https://cdn.sofifa.net/teams/114598/30.png,€475K,€500,Right,3,2,Medium/ Medium,168cm,70kg,€1.1M,6
251590,L. Richards,20,https://cdn.sofifa.net/players/251/590/23_60.png,Republic of Ireland,57,73,Harrogate Town,https://cdn.sofifa.net/teams/112222/30.png,€400K,€1K,Left,3,2,Medium/ Medium,182cm,72kg,€950K,14
254667,21 J. Soto,26,https://cdn.sofifa.net/players/254/667/21_60.png,Venezuela,60,63,Zamora Fútbol Club,https://cdn.sofifa.net/teams/112912/30.png,€300K,€500,Left,4,3,High/ Medium,172cm,64kg,€668K,27
254622,22 J. Plada,22,https://cdn.sofifa.net/players/254/622/22_60.png,Uruguay,58,65,Club Atlético River Plate,https://cdn.sofifa.net/teams/112184/30.png,€425K,€500,Right,3,3,Medium/ Medium,173cm,68kg,€999K,8
260482,T. Ángel,19,https://cdn.sofifa.net/players/260/482/23_60.png,Colombia,61,78,Atlético Nacional,https://cdn.sofifa.net/teams/101100/30.png,€850K,€650,Left,3,2,Medium/ Medium,174cm,69kg,€1.7M,21
269753,S. Braem,23,https://cdn.sofifa.net/players/269/753/23_60.png,Belgium,64,72,SV Zulte Waregem,https://cdn.sofifa.net/teams/15005/30.png,€1.3M,€3K,Right,3,2,Medium/ Medium,186cm,76kg,€2.1M,34
255067,A. Araque,33,https://cdn.sofifa.net/players/255/067/23_60.png,Venezuela,64,64,Estudiantes de Mérida,https://cdn.sofifa.net/teams/111332/30.png,€375K,€500,Right,3,2,High/ Low,183cm,81kg,€806K,17
256817,R. Tihi,20,https://cdn.sofifa.net/players/256/817/23_60.png,Finland,63,75,IFK Värnamo,https://cdn.sofifa.net/teams/112126/30.png,€1.1M,€1K,Right,2,2,Medium/ Medium,185cm,85kg,nan,3
192715,Juanpe,31,https://cdn.sofifa.net/players/192/715/23_60.png,Spain,71,71,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,€1.3M,€15K,Right,3,2,Low/ High,190cm,80kg,€2.9M,15
260163,22 S. Doldur,21,https://cdn.sofifa.net/players/260/163/22_60.png,Switzerland,55,63,FC Sion,https://cdn.sofifa.net/teams/110770/30.png,€275K,€3K,Right,3,2,Medium/ Medium,175cm,69kg,€454K,72
167670,11 S. Zaaboub,27,https://cdn.sofifa.net/players/167/670/11_60.png,France,59,62,Southend United,https://cdn.sofifa.net/teams/1954/30.png,€0,€0,Left,3,2,N/A/ N/A,178cm,70kg,nan,11
267473,S. Nwankwo,18,https://cdn.sofifa.net/players/267/473/23_60.png,Nigeria,61,76,Mjällby AIF,https://cdn.sofifa.net/teams/112072/30.png,€775K,€500,Right,2,2,Medium/ Low,183cm,75kg,€1.5M,31
258448,21 J. Rezabala,20,https://cdn.sofifa.net/players/258/448/21_60.png,Ecuador,60,72,Club Tijuana,https://cdn.sofifa.net/teams/111678/30.png,€600K,€2K,Left,3,2,Medium/ Low,168cm,67kg,€1.1M,79
258450,Luís Bastos,20,https://cdn.sofifa.net/players/258/450/23_60.png,Portugal,63,73,FC Paços de Ferreira,https://cdn.sofifa.net/teams/1892/30.png,€1M,€2K,Left,2,2,Medium/ High,175cm,72kg,€2.3M,20
260269,M. Monzeglio,20,https://cdn.sofifa.net/players/260/269/23_60.png,Uruguay,65,78,Club Nacional de Football,https://cdn.sofifa.net/teams/111325/30.png,€1.7M,€500,Right,4,3,Medium/ Low,181cm,70kg,€4.8M,24
256503,22 G. Gerzel,21,https://cdn.sofifa.net/players/256/503/22_60.png,Argentina,64,73,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,€1.3M,€3K,Left,3,2,Medium/ Medium,167cm,72kg,€2.1M,96
259117,A. Sotona,19,https://cdn.sofifa.net/players/259/117/23_60.png,Republic of Ireland,61,73,Kilmarnock,https://cdn.sofifa.net/teams/82/30.png,€775K,€4K,Left,2,3,Medium/ Medium,179cm,63kg,nan,23
263773,22 T. Beelen,20,https://cdn.sofifa.net/players/263/773/22_60.png,Netherlands,57,71,PEC Zwolle,https://cdn.sofifa.net/teams/1914/30.png,€400K,€1K,Right,3,2,Medium/ Medium,180cm,75kg,€830K,36
256556,B. Chrisene,18,https://cdn.sofifa.net/players/256/556/23_60.png,England,58,81,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€625K,€3K,Left,3,3,High/ Medium,183cm,80kg,€1.8M,45
259116,22 A. Zohouri,20,https://cdn.sofifa.net/players/259/116/22_60.png,Côte d'Ivoire,59,66,FC Lausanne-Sport,https://cdn.sofifa.net/teams/1862/30.png,€425K,€2K,Right,2,2,Medium/ Medium,176cm,69kg,€701K,24
264490,Noel,19,https://cdn.sofifa.net/players/264/490/23_60.png,Spain,63,81,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,€1.3M,€15K,Right,4,4,High/ Medium,182cm,68kg,€3.5M,39
263380,T. Kofler,23,https://cdn.sofifa.net/players/263/380/23_60.png,Austria,62,66,TSV Egger Glas Hartberg,https://cdn.sofifa.net/teams/2017/30.png,€525K,€1K,Left,2,2,Medium/ Medium,177cm,70kg,€801K,27
264253,B. Kanuric,19,https://cdn.sofifa.net/players/264/253/23_60.png,Austria,58,75,DSC Arminia Bielefeld,https://cdn.sofifa.net/teams/159/30.png,€525K,€2K,Right,3,2,High/ High,191cm,78kg,€1.2M,37
266180,22 M. Taloverov,21,https://cdn.sofifa.net/players/266/180/22_60.png,Ukraine,69,77,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,€2.9M,€500,Right,3,2,Medium/ Medium,195cm,84kg,€6.7M,6
242639,S. Flynn,20,https://cdn.sofifa.net/players/242/639/23_60.png,Republic of Ireland,56,70,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€325K,€7K,Left,3,3,Medium/ Medium,181cm,68kg,€821K,52
255540,J. Arweiler,25,https://cdn.sofifa.net/players/255/540/23_60.png,Germany,64,68,SK Austria Klagenfurt,https://cdn.sofifa.net/teams/1787/30.png,€825K,€3K,Left,3,2,Medium/ Low,188cm,79kg,€1.3M,39
270669,K. de Wit,18,https://cdn.sofifa.net/players/270/669/23_60.png,Netherlands,58,72,N.E.C. Nijmegen,https://cdn.sofifa.net/teams/1910/30.png,€475K,€700,Right,3,2,Medium/ Medium,175cm,65kg,€986K,29
253488,22 D. Medina,20,https://cdn.sofifa.net/players/253/488/22_60.png,Mexico,56,68,Santos Laguna,https://cdn.sofifa.net/teams/110144/30.png,€350K,€2K,Right,2,2,Medium/ Medium,176cm,70kg,€665K,24
264738,22 Arnau Ortiz,19,https://cdn.sofifa.net/players/264/738/22_60.png,Spain,60,73,Girona FC,https://cdn.sofifa.net/teams/110062/30.png,€575K,€1K,Right,3,2,High/ Medium,175cm,63kg,€1.3M,29
253616,22 R. Cuéllar,24,https://cdn.sofifa.net/players/253/616/22_60.png,Bolivia,61,66,Club Atlético Nacional Potosí,https://cdn.sofifa.net/teams/112667/30.png,€450K,€500,Left,3,3,High/ Medium,170cm,61kg,€1M,25
263646,Bastida,18,https://cdn.sofifa.net/players/263/646/23_60.png,Spain,65,78,Cádiz CF,https://cdn.sofifa.net/teams/1968/30.png,€1.6M,€2K,Right,3,2,Medium/ High,170cm,70kg,€4.4M,30
230834,22 A. Peña,25,https://cdn.sofifa.net/players/230/834/22_60.png,Mexico,64,68,Club Necaxa,https://cdn.sofifa.net/teams/101121/30.png,€725K,€9K,Right,3,2,Medium/ Medium,185cm,79kg,nan,4
259346,G. Martins,28,https://cdn.sofifa.net/players/259/346/23_60.png,India,56,57,FC Goa,https://cdn.sofifa.net/teams/113298/30.png,€140K,€500,Right,4,2,Medium/ Medium,180cm,70kg,€200K,25
264156,22 M. Cantave,24,https://cdn.sofifa.net/players/264/156/22_60.png,Haiti,60,63,AFC Chindia Târgoviște,https://cdn.sofifa.net/teams/113387/30.png,€325K,€1K,Right,2,2,Medium/ Medium,175cm,70kg,€463K,91
235458,C. Kipré,25,https://cdn.sofifa.net/players/235/458/23_60.png,Côte d'Ivoire,69,73,Cardiff City,https://cdn.sofifa.net/teams/1961/30.png,€1.7M,€14K,Right,2,2,Medium/ High,193cm,90kg,nan,23
263082,B. Ametov,23,https://cdn.sofifa.net/players/263/082/23_60.png,Germany,63,69,SV Meppen,https://cdn.sofifa.net/teams/110597/30.png,€750K,€650,Right,4,2,High/ Low,179cm,75kg,€1.2M,21
248679,N. Popescu,19,https://cdn.sofifa.net/players/248/679/23_60.png,Romania,57,75,FC Farul Constanța,https://cdn.sofifa.net/teams/110075/30.png,€400K,€950,Right,2,3,Medium/ Medium,187cm,75kg,€790K,98
267682,J. Velasco,18,https://cdn.sofifa.net/players/267/682/23_60.png,Bolivia,58,75,Club Deportivo Guabirá,https://cdn.sofifa.net/teams/114600/30.png,€500K,€500,Left,3,2,Medium/ Medium,178cm,75kg,€1.4M,19
263133,22 Antoniu Roca,18,https://cdn.sofifa.net/players/263/133/22_60.png,Spain,61,76,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,€750K,€1K,Right,3,3,High/ Medium,167cm,63kg,€2M,47
256188,Á. Meléndez,25,https://cdn.sofifa.net/players/256/188/23_60.png,Colombia,65,67,Club Deportes Tolima,https://cdn.sofifa.net/teams/111722/30.png,€900K,€1K,Right,3,3,Medium/ Medium,170cm,62kg,€1.3M,7
211166,J. Whatmough,25,https://cdn.sofifa.net/players/211/166/23_60.png,England,69,73,Wigan Athletic,https://cdn.sofifa.net/teams/1917/30.png,€1.7M,€5K,Right,4,2,Low/ High,190cm,82kg,€3.3M,5
265614,C. Obando,26,https://cdn.sofifa.net/players/265/614/23_60.png,Ecuador,63,65,Mushuc Runa,https://cdn.sofifa.net/teams/114615/30.png,€550K,€500,Right,3,2,Medium/ Medium,178cm,78kg,€1.2M,4
269495,F. Buonanotte,17,https://cdn.sofifa.net/players/269/495/23_60.png,Argentina,65,78,Rosario Central,https://cdn.sofifa.net/teams/110580/30.png,€1.6M,€550,Left,3,3,Medium/ Medium,174cm,66kg,€3.4M,40
264870,22 B. Kershaw,17,https://cdn.sofifa.net/players/264/870/22_60.png,England,52,63,Rochdale,https://cdn.sofifa.net/teams/1955/30.png,€160K,€500,Right,3,2,Medium/ Medium,178cm,77kg,€312K,36
